Day,Campaign Name,Platform,Placement,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2026-02-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,191,8,1404,,,,,,,,
2026-02-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,780,3,1954,,,,,,,,
2026-02-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,301,,979,,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1054,8,1954,,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2071,29,5804,1,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,269,,930,,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,4,,3,,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,655,7,2402,2,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1009,7,2827,,,,,,,,
2026-02-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,275,2,1291,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1813,20,5913,1,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,720,4,1806,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,19,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,732,3,2704,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,926,4,2489,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,231,1,813,,,,,,,,
2026-02-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,162,3,699,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,272,2,715,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2144,27,5613,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,574,5,1374,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,7,,5,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,690,2,2769,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,912,5,2677,,,,,,,,
2026-02-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,192,2,1046,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,10,,9,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1896,26,4918,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,689,9,1408,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,698,7,3293,2,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,645,7,1847,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,173,1,969,,,,,,,,
2026-02-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,380,,933,,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,865,7,2817,1,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,296,,920,,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,639,8,2944,2,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,1,,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,605,6,1586,,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1520,16,4716,,,,,,,,
2026-02-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,93,2,522,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,3,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,711,6,1563,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,360,,886,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,117,2,386,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1374,8,3895,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,680,8,2758,,,,,,,,
2026-02-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1304,15,3678,,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,616,8,1835,2,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1053,14,3367,,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,336,2,1045,,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,107,,566,,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1160,13,4383,,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,484,5,2626,1,,,,,,,
2026-02-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,8,,5,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,832,1,1822,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1398,12,3823,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1113,11,2347,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,647,3,2348,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,5,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1548,8,3607,,,,,,,,
2026-02-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,187,2,1241,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,291,1,721,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,136,1,821,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,508,4,2281,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,745,5,2151,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1005,12,3222,,,,,,,,
2026-02-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,997,6,3920,1,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,294,2,1118,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,175,2,1566,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1002,6,3870,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,595,3,2680,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1333,12,4155,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,761,4,1703,,,,,,,,
2026-02-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,1,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,147,2,804,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,479,5,2252,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,640,2,1664,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1059,12,4130,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,317,,1309,,,,,,,,
2026-02-18,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1021,10,3708,1,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,601,6,2695,,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,546,6,1825,,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,143,3,1015,,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,877,9,3607,1,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,327,1,1311,,,,,,,,
2026-02-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,888,17,3037,,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,263,,1457,,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,151,6,804,,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1021,9,4469,2,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,432,6,2294,1,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,402,4,1146,,,,,,,,
2026-02-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1015,17,3143,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,786,5,1419,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1275,13,3378,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,374,1,2093,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,2,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,488,5,1758,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,980,5,4115,,,,,,,,
2026-02-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,195,4,899,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,273,2,1461,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,279,8,1472,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,983,9,4022,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,519,3,2156,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,12,,10,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,948,8,2013,,,,,,,,
2026-02-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1312,20,3253,,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,760,8,3729,,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,424,8,2242,,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,3,,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,521,3,1303,1,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,242,,1657,,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,989,15,3545,1,,,,,,,
2026-02-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,510,6,2138,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,248,3,1547,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,300,5,860,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1359,14,3502,1,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,641,5,2224,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,5,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,574,3,1451,,,,,,,,
2026-02-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1658,15,4458,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1016,13,3425,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,472,5,1747,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,22,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,601,2,2721,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,791,5,2780,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,200,,1131,,,,,,,,
2026-02-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,145,4,570,,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,213,3,886,,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,699,10,3040,1,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,459,3,1229,,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,0,,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,409,5,2515,1,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1176,12,5019,1,,,,,,,
2026-02-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,234,2,1148,,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,245,4,999,1,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,886,16,3830,1,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,527,8,2133,1,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,406,2,1863,,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,847,3,4137,,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,6,,19,,,,,,,,
2026-02-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,207,1,1160,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,144,,952,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1005,22,3679,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,998,8,2600,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,455,1,2339,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1012,9,3698,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,1,,1,,,,,,,,
2026-02-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,425,2,1260,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,171,4,672,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,359,,1531,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,909,8,3321,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,578,8,2833,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,6,,4,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1240,12,2590,,,,,,,,
2026-03-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1361,16,4484,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,670,7,1948,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,910,9,3354,1,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,4,,6,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,283,,923,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,159,4,779,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,638,7,2986,,,,,,,,
2026-03-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1119,11,4376,1,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,227,,1138,,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,138,4,844,,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,743,4,3362,,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,1,,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,561,3,1761,1,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1467,17,3923,,,,,,,,
2026-03-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1160,8,3303,,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,2,,4,,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,954,12,3541,2,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,395,3,2037,,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,452,3,2646,1,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1030,6,4277,,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,74,4,684,,,,,,,,
2026-03-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,244,,994,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,246,,641,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,53,1,263,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,828,7,2965,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,471,6,2105,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,1,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,525,4,1492,,,,,,,,
2026-03-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1295,8,3870,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,765,8,1894,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1918,15,5516,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,5,,2,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,609,4,2348,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,166,,824,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,39,1,428,,,,,,,,
2026-03-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1017,8,2808,1,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,216,2,666,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,27,2,139,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1214,11,3581,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,821,5,3156,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,5,,3,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1017,9,2092,,,,,,,,
2026-03-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1750,24,4612,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1438,12,4659,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,957,8,2319,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,813,5,3559,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,9,,7,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,933,1,2726,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,73,2,269,,,,,,,,
2026-03-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,228,,656,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,161,,554,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,62,,241,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,673,3,2395,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,770,11,3836,2,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,7,,6,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,822,10,2193,,,,,,,,
2026-03-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1381,11,5122,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1805,15,5847,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,11,,11,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,591,3,1759,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,937,11,3938,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,128,2,543,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,68,2,241,,,,,,,,
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,569,4,1708,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,160,,625,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,70,3,506,1,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,844,4,2097,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,946,8,4497,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,6,,13,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,601,11,1940,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1535,12,4282,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,715,4,1699,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1716,6,5170,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,53,2,466,1,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,3,,3,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,136,,451,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,850,7,3723,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,927,5,2553,1,,,,,,,
2026-03-13,中部_リード獲得,Instagram,Instagram Stories,136,2,324,,,,,,,,
2026-03-13,中部_リード獲得,Instagram,instagram_reels,46,,165,,,,,,,,
2026-03-13,中部_リード獲得,Instagram,Feed: News Feed,74,,369,,,,,,,,
2026-03-13,中部_リード獲得,Facebook,Feed: News Feed,14,,11,,,,,,,,
2026-03-13,中部_リード獲得,Facebook,facebook_reels,3,,14,,,,,,,,
2026-03-13,関西_リード獲得,Instagram,Instagram Stories,69,,204,,,,,,,,
2026-03-13,九州_リード獲得,Facebook,Facebook Stories,1,,37,,,,,,,,
2026-03-13,関西_リード獲得,Instagram,Feed: News Feed,28,,228,,,,,,,,
2026-03-13,関西_リード獲得,Facebook,Feed: News Feed,10,,20,,,,,,,,
2026-03-13,関西_リード獲得,Facebook,facebook_reels,2,,21,,,,,,,,
2026-03-13,九州_リード獲得,Instagram,Instagram Stories,78,1,316,,,,,,,,
2026-03-13,九州_リード獲得,Instagram,instagram_reels,25,1,98,,,,,,,,
2026-03-13,九州_リード獲得,Instagram,Feed: News Feed,49,,214,,,,,,,,
2026-03-13,九州_リード獲得,Facebook,Feed: News Feed,15,,19,,,,,,,,
2026-03-13,関西_リード獲得,Instagram,instagram_reels,20,,93,,,,,,,,
