Day,Campaign Name,Platform,Placement,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,16,,16,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,9,,10,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,9,,5,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,12,,5,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,64,,107,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,17,,23,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4921,39,9823,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,365,2,1896,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,66,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1475,8,4437,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1083,11,3770,1,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,275,3,1086,2,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,126,2,96,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,343,2,929,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,27,,129,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,137,3,580,,,,,,,,
2025-10-03,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",6,,3,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,490,4,1402,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,16,,150,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4756,24,9983,1,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,3,1,3,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,63,,65,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,16,,40,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,11,,4,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,93,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,116,4,324,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,9,,14,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1218,11,4367,1,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1199,11,4100,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,379,9,1284,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,155,,228,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,437,,1764,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,25,1,65,,,,,,,,
2025-10-04,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",7,,9,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,5,,3,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,0,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,17,,3,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,68,1,69,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,19,,26,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,5447,33,10314,1,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,680,3,2214,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,104,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,547,1,1399,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,10,,31,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1592,8,4073,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,529,5,1816,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,187,,286,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,30,,57,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,129,1,635,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",9,,23,,,,,,,,
2025-10-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1538,6,4668,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,3,,2,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,1,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,18,,9,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,68,,79,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,25,1,29,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3669,29,8308,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,500,8,1866,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,6,,235,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,528,7,2458,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,15,,13,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1252,10,4546,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,2025,11,6207,2,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,137,,224,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,532,2,1481,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,35,,55,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,102,1,367,,,,,,,,
2025-10-06,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",11,,3,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,300,7,2090,1,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,20,,51,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1260,11,4644,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1262,6,5071,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3287,26,8482,1,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,116,1,383,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,376,1,1439,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,31,,53,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,75,2,271,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",4,,19,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,401,3,1759,1,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,13,,16,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,192,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,77,,79,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,5,,4,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,0,,,,,,,,
2025-10-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,26,,6,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,1,,0,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",12,,9,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,6,,5,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,61,,95,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,20,,136,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3617,39,8127,3,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,2,,50,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,348,,1306,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,8,,7,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1151,7,4586,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1370,11,4375,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,611,14,2827,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,106,,183,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,322,1,960,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,26,,41,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,140,4,383,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,2,,2,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,12,,5,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,57,,94,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,16,,26,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4045,37,9174,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,467,5,1602,2,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,,262,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,284,,866,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,8,,3,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1114,13,4423,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,987,5,3187,1,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,523,12,2246,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,85,,79,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,21,,64,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,97,5,382,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",8,,2,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,3,,5,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,6,,3,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,43,,76,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,10,1,7,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3176,14,6763,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,486,4,1569,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,642,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,289,,954,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,18,,19,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1128,11,3884,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1301,6,4847,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,587,12,2962,2,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,86,2,232,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",15,,7,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,20,,72,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,102,2,382,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,11,,4,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,60,,184,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,23,,151,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2593,19,5735,1,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,920,4,2631,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,1,,206,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,7,,11,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,14,,14,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1062,7,3868,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1447,12,4532,1,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,928,22,3589,1,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,129,,289,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,439,1,1623,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,30,,86,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,198,2,822,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",30,,17,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,12,,15,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,10,,10,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,32,1,60,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3024,26,5742,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1507,19,4076,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,125,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,56,1,117,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,31,,84,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1285,7,4154,2,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,921,15,4461,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,168,1,378,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,413,2,1772,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,20,,26,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,113,2,459,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",30,,30,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1704,17,5163,1,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,189,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,22,,8,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,92,,71,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,29,,30,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3226,26,5359,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,0,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1732,13,3593,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",41,,154,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,11,,7,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1896,14,4716,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1290,7,4363,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,896,14,3459,1,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,230,,291,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,411,,1310,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,28,,166,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,33,,42,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,154,1,441,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,11,,5,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,19,,6,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,106,1,120,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,25,,35,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3341,27,5669,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1500,10,3495,1,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,51,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,24,,26,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1851,10,4708,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1084,8,2975,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,834,6,3892,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,139,1,152,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,334,,1548,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,18,,20,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,97,,192,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",19,,16,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,13,,9,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,22,,4,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,138,1,159,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,21,,17,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3035,21,6440,1,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1676,9,3877,1,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,,435,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,1,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,41,,37,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,112,2,300,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1695,11,4874,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",154,1,333,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,277,2,882,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,15,,23,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,684,18,2898,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,151,1,175,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,817,4,3379,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,38,,68,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,14,,9,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,Rewarded Video,2,,3,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,15,,19,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1589,10,3725,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,11,,4,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,85,,134,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1648,19,4857,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,17,,11,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1262,3,3777,1,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",170,3,632,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,62,1,337,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2145,26,4752,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,298,1,1153,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,140,,200,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,594,7,2759,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1459,10,3949,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2205,13,4199,2,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1345,7,3284,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,,404,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,7,,5,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,34,,90,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,591,11,2169,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,2478,19,6224,1,,,,,,,
