Day,Campaign Name,Age,Gender,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,20,,44,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,127,2,262,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,648,6,2826,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1085,12,4338,1,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,443,3,1127,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,14,,30,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,290,3,839,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,18,1,71,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,487,,1720,,,,,,,,
2025-12-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,13,,69,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,447,14,2766,2,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1002,10,4424,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,17,,66,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,7,,4,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,865,7,5432,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,11,,174,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,174,1,1114,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,734,4,4905,1,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,540,4,2825,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,13,,27,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,962,5,3022,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,337,,1887,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,438,6,1488,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,112,1,271,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,699,5,1921,1,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,11,,13,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,253,5,869,,,,,,,,
2025-12-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,5,,12,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,603,8,3051,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,880,12,4401,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,242,4,1402,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,7,,49,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,1005,12,6021,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,550,11,2919,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,28,,95,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1214,10,4292,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,11,,10,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,521,6,1424,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,8,,7,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,20,,27,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,921,3,1799,1,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,401,4,706,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,12,,14,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,548,3,837,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,156,2,458,,,,,,,,
2025-12-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1088,10,2485,1,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,9,,15,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,10,,14,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,134,5,724,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,8,,17,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,724,7,2845,1,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,332,3,1300,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,13,,8,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,494,3,1593,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1048,11,3061,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,774,5,1636,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,255,2,393,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,307,4,639,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,60,,78,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,456,4,1426,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,6,,508,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,528,6,1415,1,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,14,,10,,,,,,,,
2026-01-04,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,153,2,300,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,341,5,1079,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,8,,39,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,475,9,1381,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,171,3,349,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,8,,9,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,593,1,2048,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,425,6,1431,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,12,1,33,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,936,8,2587,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,5,,16,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,323,6,960,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,11,,17,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,533,1,1038,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,4,,17,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,726,3,1645,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,290,,1070,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,70,1,80,,,,,,,,
2026-01-05,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,143,5,665,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,6,,20,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,10,,22,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,129,4,830,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,402,6,1470,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,502,6,2559,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,294,5,1076,1,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,9,,20,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,789,5,2186,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,408,9,1371,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,626,8,1336,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,298,1,820,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,14,,55,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,413,6,1506,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,149,,258,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,3,,8,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,195,1,487,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,77,,121,,,,,,,,
2026-01-06,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,4,,13,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,3,,0,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,13,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,514,6,2200,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,288,6,1126,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,6,,13,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,678,5,1813,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,433,2,1461,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,538,3,1253,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,237,2,467,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,9,,130,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,325,1,1311,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,107,,238,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,2,,2,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,167,3,410,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,427,10,2493,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,142,5,823,1,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,72,,66,,,,,,,,
2026-01-07,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,5,,1,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,660,9,2049,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,2,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,406,9,1774,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,128,3,1055,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,6,,9,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,465,5,1653,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,239,3,859,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,10,,15,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,356,4,1333,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,50,,141,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,565,6,1638,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,269,2,684,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,7,,9,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,313,1,1153,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,141,1,351,1,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,3,,3,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,148,,163,,,,,,,,
2026-01-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,5,,7,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,324,7,1438,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,613,7,2317,1,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,6,,14,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,4,,2,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,7,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,500,5,2344,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,242,2,1235,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,6,,7,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,327,2,1401,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,553,1,1675,1,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,120,1,1024,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,285,1,716,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,8,,20,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,338,1,671,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,159,,369,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,4,,125,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,145,1,195,,,,,,,,
2026-01-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,54,,95,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,116,1,663,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,362,6,1529,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,7,,11,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,7,,63,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,161,3,381,1,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,482,4,1750,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,7,,19,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,159,1,307,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,232,2,1738,1,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,9,,17,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,647,6,1948,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,319,1,1537,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,9,,16,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,287,2,634,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,6,1,11,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,372,3,811,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,64,,149,,,,,,,,
2026-01-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,569,2,1370,1,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,10,,20,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,870,5,2571,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,450,9,1936,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,148,4,991,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,8,,15,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,642,3,3022,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,274,7,1271,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,14,,27,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,398,4,1275,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,768,2,1871,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,76,,143,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,224,,399,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,5,,5,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,181,3,254,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,518,3,1165,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,10,,20,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,7,,6,,,,,,,,
2026-01-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,327,7,1089,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,536,6,1987,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,8,,6,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,90,1,427,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,5,,12,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,437,3,1888,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,218,2,1432,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,11,,11,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,273,5,1526,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,473,4,1248,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,5,,2,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,251,1,641,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,5,,8,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,387,1,1612,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,115,2,393,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,8,,28,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,69,,62,,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,335,8,2427,1,,,,,,,
2026-01-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,184,1,423,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,227,1,463,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,790,11,2311,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,96,2,207,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,378,10,2401,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,118,2,619,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,5,,4,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,477,5,1927,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,9,,4,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,273,4,1174,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,409,3,1458,1,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,13,,25,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,708,6,1620,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,324,1,589,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,10,,15,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,546,1,1137,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,194,,532,,,,,,,,
2026-01-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,9,,22,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,347,8,1359,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,373,5,1808,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,1,,0,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,445,4,1724,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,249,4,848,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,8,,6,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,650,7,2456,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,74,1,216,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,5,,25,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,618,4,1682,1,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,314,3,871,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,12,,16,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,429,1,1034,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,172,1,740,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,9,,17,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,230,2,396,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,2,,,,,,,,
2026-01-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,134,2,676,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,635,4,2065,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,85,3,280,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,330,7,1309,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,11,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,272,7,999,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,106,4,714,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,5,,17,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,456,5,1733,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,237,2,1172,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,8,1,51,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,187,,489,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,4,,7,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,188,1,347,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,445,2,1375,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,11,,59,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,308,,778,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,572,6,1435,,,,,,,,
2026-01-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,6,,2,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,6,,11,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,342,5,1622,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,124,3,643,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,2,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,416,3,1525,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,241,3,1249,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,6,,35,,,,,,,,
2026-01-16,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,610,8,1645,,,,,,,,
