Day,Campaign Name,Age,Gender,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,15,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,546,7,2806,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,26,,60,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1215,10,3728,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,227,5,1096,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,24,,90,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1959,17,4059,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,716,11,2506,1,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,18,,25,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1228,5,2448,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,432,1,963,,,,,,,,
2025-10-08,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,10,,20,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,25,,55,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,243,3,1045,1,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,53,,331,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,6,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,495,8,2246,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,211,,1152,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,17,,32,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1220,12,3440,1,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,527,5,2170,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,5,,79,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1960,20,4634,1,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,778,12,2452,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,19,,33,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1214,8,2448,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,445,4,1379,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,9,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,406,5,693,,,,,,,,
2025-10-09,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,107,,213,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1231,12,4120,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,2,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,286,3,1708,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,59,1,340,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,11,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,566,5,2105,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,185,2,1320,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,17,,22,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,71,,119,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,404,2,2098,1,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,19,,79,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,290,2,606,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1171,6,2381,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,8,,28,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,655,5,1953,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,16,,39,,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1936,12,4443,1,,,,,,,
2025-10-10,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,354,2,1050,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,447,4,2072,1,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,5,,28,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,347,7,1964,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,61,2,531,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,7,,10,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,675,13,3052,1,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,201,1,1105,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,16,,30,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1453,11,4517,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,18,,48,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,7,,6,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,89,,145,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,362,2,518,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1980,11,4303,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,353,1,981,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,14,,40,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,691,8,1961,,,,,,,,
2025-10-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1166,7,2451,1,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,520,6,2462,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,1,,5,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,360,2,2846,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,107,4,654,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,14,1,50,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,745,8,2588,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,253,5,1311,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,28,,34,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1645,16,5346,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,24,1,53,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2328,16,4682,3,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,824,5,2452,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,28,,46,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1341,17,2233,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,457,3,847,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,12,,14,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,524,6,802,,,,,,,,
2025-10-12,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,118,1,247,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,232,2,839,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,2,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,399,4,2183,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,74,,415,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,2,,2,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,797,8,3021,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,11,,17,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,29,,38,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,579,6,1065,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,148,1,252,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,688,3,1217,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1779,14,4333,1,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,10,,11,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1511,10,3016,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,853,6,1526,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2446,16,4453,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,31,,79,,,,,,,,
2025-10-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,504,5,1730,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,5,,66,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,394,4,2964,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,83,1,283,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,11,,18,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,575,3,2256,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,213,2,845,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,584,2,2101,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,26,,52,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1410,6,3502,1,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,692,2,1173,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,9,,18,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,670,2,1185,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,167,2,247,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1490,12,2390,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,25,1,37,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2084,14,3435,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,942,12,2307,,,,,,,,
2025-10-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,25,,31,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,226,2,1067,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,134,1,345,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,347,7,1848,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,106,1,364,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,7,,37,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,598,6,2401,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,11,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,15,,29,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,589,3,980,1,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1412,18,3816,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,658,4,1452,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1255,5,2434,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,23,,40,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,23,,28,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,938,2,2321,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1946,12,4197,1,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,32,1,62,,,,,,,,
2025-10-15,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,545,8,2411,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,244,5,1139,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,4,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,474,10,2799,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,136,2,913,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,7,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,737,4,2398,1,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,14,,41,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,16,,34,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1338,9,3473,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,470,6,1986,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1671,11,3329,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,731,4,1988,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,9,,9,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1094,7,2061,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,476,6,1159,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,547,3,903,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,111,2,161,,,,,,,,
2025-10-16,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,16,1,36,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1323,7,2207,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,17,,19,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,315,2,1450,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1612,10,3960,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,4,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,522,8,2446,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,143,4,570,1,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,10,,22,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,810,7,2486,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,18,,31,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,508,4,2493,1,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,17,,27,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1821,5,3151,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,732,9,2057,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,525,6,1193,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,56,1,160,,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,680,4,1255,1,,,,,,,
2025-10-17,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,174,3,239,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,655,13,2175,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,8,,48,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,150,3,851,1,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,883,2,1119,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,15,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,19,,59,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,212,2,221,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,349,4,1859,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,933,10,2559,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,16,,62,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,18,,30,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1715,12,4042,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,607,2,2341,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,18,,40,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1964,8,3805,2,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,838,9,1696,1,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1474,10,2087,,,,,,,,
2025-10-18,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,642,6,1141,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,2264,14,4241,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,4,,22,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,730,12,2093,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,188,5,695,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,10,,22,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,1216,10,2942,2,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,442,5,1451,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,25,,33,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,737,8,1829,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,879,5,1687,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,344,1,480,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1381,11,1742,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,22,,45,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,17,,9,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,19,2,37,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1855,14,2709,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,1101,5,2231,,,,,,,,
2025-10-19,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2571,17,4008,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,1,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,550,6,1645,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,171,2,608,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,11,,38,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,949,5,2108,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,387,8,1228,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1922,15,3516,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,23,,38,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,630,3,2025,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2113,8,3237,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,988,4,2063,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,31,1,76,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1452,5,2185,1,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,881,7,1598,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,20,,18,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1278,8,1589,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,336,1,591,,,,,,,,
2025-10-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,13,,18,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,751,4,1941,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,959,7,2084,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,424,8,1451,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,16,,16,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1782,8,3709,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,158,4,645,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,11,,44,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,19,1,26,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2060,10,3039,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,1082,4,2195,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,17,1,30,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1608,13,2422,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,733,7,1696,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,25,,76,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1090,5,1700,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,275,,541,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,13,,,,,,,,
2025-10-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,560,1,1944,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,22,1,43,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,211,3,430,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,23,,26,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,872,6,1116,1,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,8,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,533,3,1664,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,145,,500,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,7,,28,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,382,5,1407,1,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,902,7,3105,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1853,18,3874,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,706,6,2105,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2058,16,3295,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,992,10,2609,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,16,,41,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1493,14,2206,,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,721,4,1373,1,,,,,,,
2025-10-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,21,,31,,,,,,,,
2025-10-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1397,7,3277,,,,,,,,
2025-10-23,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,12,,,,,,,,
2025-10-23,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,401,5,1587,,,,,,,,
