Day,Ad Name,Ad Set Name,Campaign Name,Impressions,Link Clicks,Amount Spent,Results,クリエイティブ名,広告文名,リンク先名,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-11-09,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4485,33,6245,,banner047,TD001,リード獲得,,,,
2025-11-09,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,990,5,1911,,banner048,TD001,リード獲得,,,,
2025-11-10,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4345,27,11224,2,banner030,TD001,リード獲得,,,,
2025-11-10,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4801,33,7034,,banner047,TD001,リード獲得,,,,
2025-11-10,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,857,3,1510,,banner048,TD001,リード獲得,,,,
2025-11-10,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1404,9,4042,1,banner049,TD001,リード獲得,,,,
2025-11-11,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,6363,35,10330,1,banner047,TD001,リード獲得,,,,
2025-11-11,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2863,24,6414,2,banner030,TD001,リード獲得,,,,
2025-11-11,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1428,12,5705,,banner049,TD001,リード獲得,,,,
2025-11-11,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1118,6,2182,,banner048,TD001,リード獲得,,,,
2025-11-12,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2467,17,6136,1,banner030,TD001,リード獲得,,,,
2025-11-12,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1659,12,5597,,banner049,TD001,リード獲得,,,,
2025-11-12,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1004,9,2396,,banner048,TD001,リード獲得,,,,
2025-11-12,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5686,39,9706,3,banner047,TD001,リード獲得,,,,
2025-11-13,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2080,15,6315,1,banner049,TD001,リード獲得,,,,
2025-11-13,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,970,10,2028,1,banner048,TD001,リード獲得,,,,
2025-11-13,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3367,23,5686,,banner047,TD001,リード獲得,,,,
2025-11-13,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2801,22,8598,,banner030,TD001,リード獲得,,,,
2025-11-14,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1909,19,3623,1,banner047,TD001,リード獲得,,,,
2025-11-14,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3033,26,9245,1,banner030,TD001,リード獲得,,,,
2025-11-14,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1047,8,2533,,banner048,TD001,リード獲得,,,,
2025-11-14,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2061,15,7429,1,banner049,TD001,リード獲得,,,,
2025-11-15,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1156,6,2191,,banner048,TD001,リード獲得,,,,
2025-11-15,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,8759,71,21153,2,banner030,TD001,リード獲得,,,,
2025-11-15,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,67,,271,,banner049,TD001,リード獲得,,,,
2025-11-15,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,379,7,642,,banner047,TD001,リード獲得,,,,
2025-11-16,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,6811,53,14654,,banner030,TD001,リード獲得,,,,
2025-11-16,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1589,12,2511,,banner047,TD001,リード獲得,,,,
2025-11-16,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1273,10,2237,,banner048,TD001,リード獲得,,,,
2025-11-16,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2209,12,5255,,banner049,TD001,リード獲得,,,,
2025-11-17,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3595,28,8689,2,banner030,TD001,リード獲得,,,,
2025-11-17,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3404,34,5227,1,banner047,TD001,リード獲得,,,,
2025-11-17,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1843,17,4344,,banner048,TD001,リード獲得,,,,
2025-11-17,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1928,13,7027,2,banner049,TD001,リード獲得,,,,
2025-11-18,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2911,22,8451,1,banner030,TD001,リード獲得,,,,
2025-11-18,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2290,13,4995,,banner047,TD001,リード獲得,,,,
2025-11-18,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1092,11,2760,,banner048,TD001,リード獲得,,,,
2025-11-18,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3041,24,8890,,banner049,TD001,リード獲得,,,,
2025-11-19,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1435,9,3579,,banner048,TD001,リード獲得,,,,
2025-11-19,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2525,17,7558,1,banner030,TD001,リード獲得,,,,
2025-11-19,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2357,12,8346,1,banner049,TD001,リード獲得,,,,
2025-11-19,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2170,14,4109,,banner047,TD001,リード獲得,,,,
2025-11-20,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2852,26,7509,,banner030,TD001,リード獲得,,,,
2025-11-20,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1755,8,3291,,banner047,TD001,リード獲得,,,,
2025-11-20,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1253,16,3213,,banner048,TD001,リード獲得,,,,
2025-11-20,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2751,20,8407,,banner049,TD001,リード獲得,,,,
2025-11-21,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,903,4,2431,,banner048,TD001,リード獲得,,,,
2025-11-21,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2019,16,6673,,banner030,TD001,リード獲得,,,,
2025-11-21,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1138,4,2593,,banner047,TD001,リード獲得,,,,
2025-11-21,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1285,12,4081,,banner049,TD001,リード獲得,,,,
2025-11-23,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1208,9,4360,,banner049,TD001,リード獲得,,,,
2025-11-23,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4977,46,14514,2,banner030,TD001,リード獲得,,,,
2025-11-23,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2414,20,4685,,banner047,TD001,リード獲得,,,,
2025-11-23,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,676,11,2442,,banner048,TD001,リード獲得,,,,
2025-11-24,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3255,30,9653,2,banner030,TD001,リード獲得,,,,
2025-11-24,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2946,14,5840,,banner047,TD001,リード獲得,,,,
2025-11-24,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1397,7,3252,,banner048,TD001,リード獲得,,,,
2025-11-24,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1448,17,6765,1,banner049,TD001,リード獲得,,,,
2025-11-25,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3843,35,10976,,banner030,TD001,リード獲得,,,,
2025-11-25,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1751,15,6397,1,banner049,TD001,リード獲得,,,,
2025-11-25,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,796,4,3034,,banner048,TD001,リード獲得,,,,
2025-11-25,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1048,6,2442,,banner047,TD001,リード獲得,,,,
2025-11-26,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1290,6,6266,,banner049,TD001,リード獲得,,,,
2025-11-26,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,257,4,956,,banner048,TD001,リード獲得,,,,
2025-11-26,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,397,7,1309,,banner047,TD001,リード獲得,,,,
2025-11-26,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4563,49,15606,2,banner030,TD001,リード獲得,,,,
2025-11-27,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,411,4,1448,,banner047,TD001,リード獲得,,,,
2025-11-27,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3092,21,11480,1,banner030,TD001,リード獲得,,,,
2025-11-27,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,470,2,2546,,banner048,TD001,リード獲得,,,,
2025-11-27,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1963,20,8309,1,banner049,TD001,リード獲得,,,,
2025-11-28,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3141,28,10396,,banner030,TD001,リード獲得,,,,
2025-11-28,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,388,2,1471,,banner047,TD001,リード獲得,,,,
2025-11-28,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,493,4,2125,,banner048,TD001,リード獲得,,,,
2025-11-28,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1926,21,8167,1,banner049,TD001,リード獲得,,,,
2025-11-29,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,102,1,617,,banner048,TD001,リード獲得,,,,
2025-11-29,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5712,52,19392,2,banner030,TD001,リード獲得,,,,
2025-11-29,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,23,,87,,banner047,TD001,リード獲得,,,,
2025-11-29,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,884,4,3293,1,banner049,TD001,リード獲得,,,,
2025-11-30,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1907,25,6452,,banner049,TD001,リード獲得,,,,
2025-11-30,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,416,6,887,1,banner047,TD001,リード獲得,,,,
2025-11-30,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,6695,62,18793,,banner030,TD001,リード獲得,,,,
2025-11-30,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,448,1,1438,,banner048,TD001,リード獲得,,,,
2025-12-01,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2210,19,9986,,banner049,TD001,リード獲得,,,,
2025-12-01,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,581,5,2468,,banner048,TD001,リード獲得,,,,
2025-12-01,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,748,7,2335,1,banner047,TD001,リード獲得,,,,
2025-12-01,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2863,31,9829,2,banner030,TD001,リード獲得,,,,
2025-12-02,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,392,1,1585,,banner048,TD001,リード獲得,,,,
2025-12-02,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4413,44,11377,,banner030,TD001,リード獲得,,,,
2025-12-02,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2428,25,8584,,banner049,TD001,リード獲得,,,,
2025-12-02,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,735,7,2281,,banner047,TD001,リード獲得,,,,
2025-12-03,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5081,41,14556,1,banner030,TD001,リード獲得,,,,
2025-12-03,banner047_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,394,1,1055,,banner047,TD001,リード獲得,,,,
2025-12-03,banner048_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,148,1,526,,banner048,TD001,リード獲得,,,,
2025-12-03,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2322,17,8378,1,banner049,TD001,リード獲得,,,,
2025-12-04,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,6913,60,20279,4,banner030,TD001,リード獲得,,,,
2025-12-04,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1976,15,6977,,banner049,TD001,リード獲得,,,,
2025-12-05,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,10814,96,27550,2,banner030,TD001,リード獲得,,,,
2025-12-05,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,12,,45,,banner049,TD001,リード獲得,,,,
2025-12-06,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,36,2,156,,banner050,TD001,リード獲得,,,,
2025-12-06,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1201,6,3437,,banner051,TD001,リード獲得,,,,
2025-12-06,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,7820,82,19786,1,banner030,TD001,リード獲得,,,,
2025-12-06,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,926,10,3674,1,banner049,TD001,リード獲得,,,,
2025-12-07,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,10303,111,22291,2,banner030,TD001,リード獲得,,,,
2025-12-07,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1515,15,4780,,banner049,TD001,リード獲得,,,,
2025-12-07,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,40,2,149,,banner050,TD001,リード獲得,,,,
2025-12-07,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1216,12,3088,,banner051,TD001,リード獲得,,,,
2025-12-08,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2509,31,7693,,banner049,TD001,リード獲得,,,,
2025-12-08,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1020,7,3144,,banner051,TD001,リード獲得,,,,
2025-12-08,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,296,1,1173,,banner050,TD001,リード獲得,,,,
2025-12-08,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,7567,67,16359,,banner030,TD001,リード獲得,,,,
2025-12-09,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,698,7,2292,,banner051,TD001,リード獲得,,,,
2025-12-09,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,426,4,1821,,banner050,TD001,リード獲得,,,,
2025-12-09,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,7739,87,20129,2,banner030,TD001,リード獲得,,,,
2025-12-09,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,934,7,3819,,banner049,TD001,リード獲得,,,,
2025-12-10,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5610,67,16601,2,banner030,TD001,リード獲得,,,,
2025-12-10,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1402,17,5017,1,banner049,TD001,リード獲得,,,,
2025-12-10,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,712,6,2936,,banner050,TD001,リード獲得,,,,
2025-12-10,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1180,12,3197,,banner051,TD001,リード獲得,,,,
2025-12-11,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1840,14,5915,1,banner051,TD001,リード獲得,,,,
2025-12-11,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5800,75,14987,1,banner030,TD001,リード獲得,,,,
2025-12-11,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1224,14,4006,,banner049,TD001,リード獲得,,,,
2025-12-11,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,413,2,2192,,banner050,TD001,リード獲得,,,,
2025-12-12,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1310,6,5433,,banner051,TD001,リード獲得,,,,
2025-12-12,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5682,63,15984,,banner030,TD001,リード獲得,,,,
2025-12-12,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1182,10,4396,,banner049,TD001,リード獲得,,,,
2025-12-12,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,385,7,1430,1,banner050,TD001,リード獲得,,,,
2025-12-13,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,945,8,4486,1,banner051,TD001,リード獲得,,,,
2025-12-13,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,588,4,2256,,banner050,TD001,リード獲得,,,,
2025-12-13,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1255,15,4602,,banner049,TD001,リード獲得,,,,
2025-12-13,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5687,59,15758,2,banner030,TD001,リード獲得,,,,
2025-12-14,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1202,13,3604,2,banner051,TD001,リード獲得,,,,
2025-12-14,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,7288,64,18515,1,banner030,TD001,リード獲得,,,,
2025-12-14,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1814,18,6595,,banner049,TD001,リード獲得,,,,
2025-12-14,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,519,3,1973,,banner050,TD001,リード獲得,,,,
2025-12-15,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,396,3,1653,,banner050,TD001,リード獲得,,,,
2025-12-15,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1610,18,7480,1,banner051,TD001,リード獲得,,,,
2025-12-15,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1172,8,4091,,banner049,TD001,リード獲得,,,,
2025-12-15,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5109,51,15880,1,banner030,TD001,リード獲得,,,,
2025-12-16,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5194,44,15960,,banner030,TD001,リード獲得,,,,
2025-12-16,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1458,20,7304,,banner051,TD001,リード獲得,,,,
2025-12-16,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,307,4,1629,,banner050,TD001,リード獲得,,,,
2025-12-16,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,985,8,3606,,banner049,TD001,リード獲得,,,,
2025-12-17,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,363,4,2685,,banner050,TD001,リード獲得,,,,
2025-12-17,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,880,5,3313,,banner049,TD001,リード獲得,,,,
2025-12-17,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4710,43,15264,1,banner030,TD001,リード獲得,,,,
2025-12-17,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1042,25,6487,1,banner051,TD001,リード獲得,,,,
2025-12-18,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1976,25,9903,1,banner051,TD001,リード獲得,,,,
2025-12-18,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,971,12,3290,2,banner049,TD001,リード獲得,,,,
2025-12-18,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,371,6,1900,1,banner050,TD001,リード獲得,,,,
2025-12-18,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5268,42,16044,,banner030,TD001,リード獲得,,,,
2025-12-19,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,817,7,3775,1,banner049,TD001,リード獲得,,,,
2025-12-19,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4330,43,15208,1,banner030,TD001,リード獲得,,,,
2025-12-19,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,275,4,1312,,banner050,TD001,リード獲得,,,,
2025-12-19,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2479,33,11847,3,banner051,TD001,リード獲得,,,,
2025-12-20,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5052,53,14370,1,banner030,TD001,リード獲得,,,,
2025-12-20,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1390,11,4223,,banner049,TD001,リード獲得,,,,
