Day,Ad Name,Ad Set Name,Campaign Name,Impressions,Link Clicks,Amount Spent,Results,クリエイティブ名,広告文名,リンク先名,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-12-20,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,337,3,1714,,banner050,TD001,リード獲得,,,,
2025-12-20,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3097,34,10378,,banner051,TD001,リード獲得,,,,
2025-12-21,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,6559,67,19311,4,banner030,TD001,リード獲得,,,,
2025-12-21,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1421,17,4792,,banner049,TD001,リード獲得,,,,
2025-12-21,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,314,2,2081,,banner050,TD001,リード獲得,,,,
2025-12-21,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2884,24,11184,,banner051,TD001,リード獲得,,,,
2025-12-22,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,312,3,2589,,banner050,TD001,リード獲得,,,,
2025-12-22,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2074,24,8422,,banner051,TD001,リード獲得,,,,
2025-12-22,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1514,21,4622,,banner049,TD001,リード獲得,,,,
2025-12-22,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,8510,66,23019,1,banner030,TD001,リード獲得,,,,
2025-12-23,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,176,2,1051,,banner050,TD001,リード獲得,,,,
2025-12-23,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5323,52,24060,3,banner030,TD001,リード獲得,,,,
2025-12-23,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,899,4,3612,,banner049,TD001,リード獲得,,,,
2025-12-23,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1394,24,6936,2,banner051,TD001,リード獲得,,,,
2025-12-24,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4520,43,19810,2,banner030,TD001,リード獲得,,,,
2025-12-24,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,677,10,3098,1,banner049,TD001,リード獲得,,,,
2025-12-24,banner050_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,81,2,1188,,banner050,TD001,リード獲得,,,,
2025-12-24,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1349,7,7124,1,banner051,TD001,リード獲得,,,,
2025-12-25,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1475,11,4861,1,banner049,TD001,リード獲得,,,,
2025-12-25,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,5201,54,19006,1,banner030,TD001,リード獲得,,,,
2025-12-25,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1539,20,6130,,banner051,TD001,リード獲得,,,,
2026-01-04,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4515,45,12653,2,banner030,TD001,リード獲得,,,,
2026-01-04,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,810,7,3329,,banner051,TD001,リード獲得,,,,
2026-01-05,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,475,7,1870,,banner049,TD001,リード獲得,,,,
2026-01-05,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,800,8,2692,,banner051,TD001,リード獲得,,,,
2026-01-05,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3799,34,9902,,banner030,TD001,リード獲得,,,,
2026-01-06,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2947,26,8793,1,banner030,TD001,リード獲得,,,,
2026-01-06,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,726,13,2503,,banner049,TD001,リード獲得,,,,
2026-01-06,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,655,12,2862,,banner051,TD001,リード獲得,,,,
2026-01-07,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2624,29,8405,1,banner030,TD001,リード獲得,,,,
2026-01-07,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,646,4,2695,,banner049,TD001,リード獲得,,,,
2026-01-07,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,687,10,2720,,banner051,TD001,リード獲得,,,,
2026-01-08,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,552,4,1638,,banner051,TD001,リード獲得,,,,
2026-01-08,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2649,34,9085,1,banner030,TD001,リード獲得,,,,
2026-01-08,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,573,5,2175,,banner049,TD001,リード獲得,,,,
2026-01-09,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2469,11,7941,1,banner030,TD001,リード獲得,,,,
2026-01-09,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,614,6,2943,,banner049,TD001,リード獲得,,,,
2026-01-09,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,608,11,2771,1,banner051,TD001,リード獲得,,,,
2026-01-10,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2334,11,7135,,banner030,TD001,リード獲得,,,,
2026-01-10,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,666,5,3225,2,banner049,TD001,リード獲得,,,,
2026-01-10,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,815,16,2594,1,banner051,TD001,リード獲得,,,,
2026-01-11,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3564,32,12212,,banner030,TD001,リード獲得,,,,
2026-01-11,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,918,10,2623,,banner049,TD001,リード獲得,,,,
2026-01-11,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,448,5,1245,,banner051,TD001,リード獲得,,,,
2026-01-12,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1901,23,7262,1,banner030,TD001,リード獲得,,,,
2026-01-12,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,636,4,3121,,banner049,TD001,リード獲得,,,,
2026-01-12,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,873,7,3750,,banner051,TD001,リード獲得,,,,
2026-01-13,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,828,8,2456,,banner051,TD001,リード獲得,,,,
2026-01-13,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3119,35,8887,1,banner030,TD001,リード獲得,,,,
2026-01-13,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,639,3,3165,,banner049,TD001,リード獲得,,,,
2026-01-14,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2760,23,8259,,banner030,TD001,リード獲得,,,,
2026-01-14,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,579,8,2359,1,banner049,TD001,リード獲得,,,,
2026-01-14,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,733,11,3258,,banner051,TD001,リード獲得,,,,
2026-01-15,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2690,31,8156,,banner030,TD001,リード獲得,,,,
2026-01-15,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,524,7,2380,,banner049,TD001,リード獲得,,,,
2026-01-15,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,644,4,2307,,banner051,TD001,リード獲得,,,,
2026-01-16,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2759,25,8154,1,banner030,TD001,リード獲得,,,,
2026-01-16,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,473,7,1928,,banner049,TD001,リード獲得,,,,
2026-01-16,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,709,7,3432,,banner051,TD001,リード獲得,,,,
2026-01-17,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,553,5,3318,,banner051,TD001,リード獲得,,,,
2026-01-17,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2191,31,7944,1,banner030,TD001,リード獲得,,,,
2026-01-17,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,323,4,1720,,banner049,TD001,リード獲得,,,,
2026-01-18,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,550,7,1801,1,banner051,TD001,リード獲得,,,,
2026-01-18,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,416,3,2943,,banner049,TD001,リード獲得,,,,
2026-01-18,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3835,43,11129,3,banner030,TD001,リード獲得,,,,
2026-01-19,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,761,7,2396,,banner051,TD001,リード獲得,,,,
2026-01-19,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2862,31,10200,2,banner030,TD001,リード獲得,,,,
2026-01-19,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,532,5,2026,,banner049,TD001,リード獲得,,,,
2026-01-20,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2843,28,8211,,banner030,TD001,リード獲得,,,,
2026-01-20,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,573,3,2884,,banner049,TD001,リード獲得,,,,
2026-01-20,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,894,8,2407,1,banner051,TD001,リード獲得,,,,
2026-01-21,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2258,27,9966,2,banner030,TD001,リード獲得,,,,
2026-01-21,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,333,5,3168,1,banner049,TD001,リード獲得,,,,
2026-01-21,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,399,6,1820,,banner051,TD001,リード獲得,,,,
2026-01-22,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1874,27,9933,1,banner030,TD001,リード獲得,,,,
2026-01-22,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,224,1,1814,1,banner049,TD001,リード獲得,,,,
2026-01-22,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,132,,835,,banner051,TD001,リード獲得,,,,
2026-01-23,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,26,,375,,banner051,TD001,リード獲得,,,,
2026-01-23,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2029,15,9465,3,banner030,TD001,リード獲得,,,,
2026-01-23,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,565,10,3921,2,banner049,TD001,リード獲得,,,,
2026-01-24,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,634,5,3700,,banner049,TD001,リード獲得,,,,
2026-01-24,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2269,33,8242,1,banner030,TD001,リード獲得,,,,
2026-01-24,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,54,1,581,,banner051,TD001,リード獲得,,,,
2026-01-25,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,65,,534,,banner051,TD001,リード獲得,,,,
2026-01-25,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,403,1,1787,,banner049,TD001,リード獲得,,,,
2026-01-25,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3959,48,12564,2,banner030,TD001,リード獲得,,,,
2026-01-26,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2497,28,8171,,banner030,TD001,リード獲得,,,,
2026-01-26,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,316,4,2426,,banner049,TD001,リード獲得,,,,
2026-01-26,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,102,4,1345,1,banner051,TD001,リード獲得,,,,
2026-01-27,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3153,24,7901,,banner030,TD001,リード獲得,,,,
2026-01-27,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1109,8,4906,1,banner049,TD001,リード獲得,,,,
2026-01-27,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,319,1,2229,,banner051,TD001,リード獲得,,,,
2026-01-28,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1852,17,7576,2,banner030,TD001,リード獲得,,,,
2026-01-28,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1176,12,6848,2,banner049,TD001,リード獲得,,,,
2026-01-28,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,125,1,1175,,banner051,TD001,リード獲得,,,,
2026-01-29,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,100,2,704,1,banner051,TD001,リード獲得,,,,
2026-01-29,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1067,8,4917,,banner049,TD001,リード獲得,,,,
2026-01-29,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2490,17,7723,1,banner030,TD001,リード獲得,,,,
2026-01-30,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,263,4,1611,,banner051,TD001,リード獲得,,,,
2026-01-30,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2204,20,7369,,banner030,TD001,リード獲得,,,,
2026-01-30,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1027,12,4769,,banner049,TD001,リード獲得,,,,
2026-01-31,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,231,2,1429,,banner051,TD001,リード獲得,,,,
2026-01-31,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1144,10,4712,,banner049,TD001,リード獲得,,,,
2026-01-31,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2428,22,7186,,banner030,TD001,リード獲得,,,,
2026-02-01,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,969,14,4955,1,banner049,TD001,リード獲得,,,,
2026-02-01,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2934,35,10064,3,banner030,TD001,リード獲得,,,,
2026-02-01,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,186,7,1127,,banner051,TD001,リード獲得,,,,
2026-02-02,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3385,45,9589,3,banner030,TD001,リード獲得,,,,
2026-02-02,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1219,4,4159,,banner049,TD001,リード獲得,,,,
2026-02-02,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,198,2,1189,,banner051,TD001,リード獲得,,,,
2026-02-03,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3649,36,9650,2,banner030,TD001,リード獲得,,,,
2026-02-03,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,665,1,2413,,banner049,TD001,リード獲得,,,,
2026-02-03,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,143,1,1323,,banner051,TD001,リード獲得,,,,
2026-02-04,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3409,38,9939,1,banner030,TD001,リード獲得,,,,
2026-02-04,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,577,9,2669,,banner049,TD001,リード獲得,,,,
2026-02-04,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,142,4,730,1,banner051,TD001,リード獲得,,,,
2026-02-05,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3669,29,9879,1,banner030,TD001,リード獲得,,,,
2026-02-05,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,719,4,2573,,banner049,TD001,リード獲得,,,,
2026-02-05,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,181,4,824,,banner051,TD001,リード獲得,,,,
2026-02-06,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3197,28,9649,,banner030,TD001,リード獲得,,,,
2026-02-06,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,126,3,635,,banner051,TD001,リード獲得,,,,
2026-02-06,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,741,5,3187,1,banner049,TD001,リード獲得,,,,
2026-02-07,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3267,37,9220,1,banner030,TD001,リード獲得,,,,
2026-02-07,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,147,3,852,,banner051,TD001,リード獲得,,,,
2026-02-07,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,679,7,3216,1,banner049,TD001,リード獲得,,,,
2026-02-08,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4374,41,10997,2,banner030,TD001,リード獲得,,,,
2026-02-08,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,750,9,2897,1,banner049,TD001,リード獲得,,,,
2026-02-08,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,213,3,1317,,banner051,TD001,リード獲得,,,,
2026-02-09,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3575,28,10453,1,banner030,TD001,リード獲得,,,,
2026-02-09,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,221,3,904,,banner051,TD001,リード獲得,,,,
2026-02-09,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,790,4,3086,,banner049,TD001,リード獲得,,,,
2026-02-10,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3856,37,9618,,banner030,TD001,リード獲得,,,,
2026-02-10,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,723,3,3477,,banner049,TD001,リード獲得,,,,
2026-02-10,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,212,3,1104,,banner051,TD001,リード獲得,,,,
2026-02-11,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3438,36,8663,,banner030,TD001,リード獲得,,,,
2026-02-11,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,901,12,3689,2,banner049,TD001,リード獲得,,,,
2026-02-11,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,152,2,1025,,banner051,TD001,リード獲得,,,,
2026-02-12,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2936,24,8463,2,banner030,TD001,リード獲得,,,,
2026-02-12,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,978,13,4323,1,banner049,TD001,リード獲得,,,,
2026-02-12,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,107,2,720,,banner051,TD001,リード獲得,,,,
2026-02-13,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,147,3,677,,banner051,TD001,リード獲得,,,,
2026-02-13,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,948,8,3664,,banner049,TD001,リード獲得,,,,
2026-02-13,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,3454,28,8828,,banner030,TD001,リード獲得,,,,
2026-02-14,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,180,2,791,1,banner051,TD001,リード獲得,,,,
2026-02-14,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,736,12,3772,,banner049,TD001,リード獲得,,,,
2026-02-14,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2848,28,9264,2,banner030,TD001,リード獲得,,,,
2026-02-15,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,252,1,1727,,banner051,TD001,リード獲得,,,,
2026-02-15,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,4639,30,10125,,banner030,TD001,リード獲得,,,,
2026-02-15,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,837,6,3341,,banner049,TD001,リード獲得,,,,
2026-02-16,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2521,18,7561,,banner030,TD001,リード獲得,,,,
2026-02-16,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,964,11,4498,1,banner049,TD001,リード獲得,,,,
2026-02-16,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,197,,1057,,banner051,TD001,リード獲得,,,,
2026-02-17,banner049_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,1237,6,6098,,banner049,TD001,リード獲得,,,,
2026-02-17,banner051_TD001_1080x1350_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,200,4,1157,,banner051,TD001,リード獲得,,,,
2026-02-17,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2725,19,7838,,banner030,TD001,リード獲得,,,,
2026-02-18,banner030_TD001_1080×1080_リード獲得,AT_IT_リード獲得,媒体ALL_性別男性_リード獲得 - コピー,2490,22,8484,,banner030,TD001,リード獲得,,,,
